cod_curso;cod_ies;cod_municipio;cod_area;area;modalidade;conceito_enade_faixa;conceito_enade_continuo;conceito_enade_ano;inscritos;participantes;conceito_curso_faixa;conceito_curso_continuo;conceito_curso_ano
18122;1058;2927408;1;Administração;Presencial;3;2.36717;2018;92;76;3;2.67861;2018
19573;1058;2927408;22;Ciências Contábeis;Presencial;3;2.72831;2018;14;11;3;2.28156;2018
21561;1058;2927408;2;Direito;Presencial;2;1.93557;2018;462;427;3;2.47796;2018
24518;1058;2927408;804;Comunicação Social - Publicidade E Propaganda;Presencial;2;1.65110;2018;52;40;3;2.21233;2018
34074;1058;2927408;803;Comunicação Social - Jornalismo;Presencial;2;1.45793;2018;33;31;3;2.43335;2018
48581;1058;2927408;36;Fisioterapia;Presencial;3;2.11500;2016;50;47;3;2.32570;2016
48675;1058;2927408;4006;Sistemas De Informação;Presencial;3;2.09350;2017;81;57;3;2.73130;2017
84453;1058;2927408;23;Enfermagem;Presencial;2;1.57180;2016;106;91;3;2.56090;2016
88152;1058;2927408;2001;Pedagogia (Licenciatura);Presencial;3;2.50570;2017;41;39;4;3.19410;2017
88154;1058;2927408;4004;Ciência Da Computação (Bacharelado);Presencial;2;1.12150;2017;6;4;3;2.07890;2017
88156;1058;2927408;28;Nutrição;Presencial;3;2.20770;2016;68;67;3;2.52820;2016
90111;1058;2927408;94;Tecnologia Em Logística;Presencial;2;1.25974;2018;34;16;2;1.84573;2018
90325;1058;2927408;6208;Engenharia De Produção;Presencial;2;1.34210;2017;44;29;3;2.39930;2017
90329;1058;2927408;19;Farmácia;Presencial;2;1.86860;2016;43;41;3;2.37090;2016
97053;1058;2927408;95;Tecnologia Em Estética E Cosmética;Presencial;-1;-1.00000;2016;2;1;-1;-1.00000;2016
97055;1058;2927408;84;Tecnologia Em Marketing;Presencial;-1;-1.00000;2018;1;1;-1;-1.00000;2018
97057;1058;2927408;79;Tecnologia Em Redes De Computadores;Presencial;4;3.25810;2017;20;17;4;3.25520;2017
101466;1058;2927408;5806;Engenharia Elétrica;Presencial;2;1.70890;2017;38;35;3;2.15700;2017
101472;1058;2927408;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;3;2.32318;2018;29;26;3;2.39386;2018
102034;1058;2927408;18;Psicologia;Presencial;2;1.21999;2018;167;160;3;2.16486;2018
107514;1058;2927408;87;Tecnologia Em Gestão Financeira;Presencial;4;3.02674;2018;2;2;3;2.53264;2018
109516;1058;2927408;88;Tecnologia Em Gastronomia;Presencial;2;1.79771;2018;73;60;3;2.21948;2018
109678;1058;2927408;5710;Engenharia Civil;Presencial;1;0.92500;2017;134;122;2;1.91410;2017
109680;1058;2927408;6306;Engenharia;Presencial;2;1.48900;2017;41;36;3;2.15090;2017
109682;1058;2927408;5902;Engenharia Mecânica;Presencial;2;1.30250;2017;96;92;2;1.88640;2017
113941;1058;2927408;38;Serviço Social;Presencial;2;1.60798;2018;55;55;3;2.29028;2018
1109528;1058;2927408;69;Tecnologia Em Radiologia;Presencial;2;1.02920;2016;39;36;3;2.33710;2016
1114351;1058;2927408;95;Tecnologia Em Estética E Cosmética;Presencial;2;1.94020;2016;63;57;3;2.49550;2016
1139782;1058;2927408;1;Administração;Presencial;3;2.15915;2018;74;71;3;2.75254;2018
1139927;1058;2927408;94;Tecnologia Em Logística;Presencial;2;1.07618;2018;17;12;3;2.30417;2018
1139928;1058;2927408;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;3;2.10353;2018;33;24;3;2.59447;2018
17898;1059;2304400;4004;Ciência Da Computação (Bacharelado);Presencial;2;1.85050;2017;15;13;3;2.09590;2017
82299;1059;2304400;22;Ciências Contábeis;Presencial;3;2.08841;2018;62;49;3;2.09871;2018
91181;1059;2304400;4006;Sistemas De Informação;Presencial;3;2.59320;2017;22;19;3;2.66400;2017
5000171;1059;2304400;1;Administração;Presencial;3;2.00143;2018;31;23;2;1.93077;2018
29661;1060;5300108;803;Comunicação Social - Jornalismo;Presencial;4;3.13474;2018;28;28;4;3.23964;2018
34972;1060;5300108;804;Comunicação Social - Publicidade E Propaganda;Presencial;4;2.95949;2018;45;42;4;3.18249;2018
37240;1060;5300108;2;Direito;Presencial;4;3.81983;2018;51;51;4;3.61279;2018
37242;1060;5300108;1;Administração;Presencial;3;2.82955;2018;39;35;3;2.82690;2018
47077;1060;5300108;81;Relações Internacionais;Presencial;3;2.33881;2018;23;23;3;2.78616;2018
49970;1060;5300108;4003;Engenharia Da Computação;Presencial;3;2.80140;2017;15;15;4;3.16600;2017
65346;1060;5300108;18;Psicologia;Presencial;4;3.88666;2018;39;37;5;4.05493;2018
80653;1060;5300108;5806;Engenharia Elétrica;Presencial;3;2.12280;2017;13;13;4;3.06110;2017
100185;1060;5300108;88;Tecnologia Em Gastronomia;Presencial;5;3.97838;2018;29;26;4;3.15281;2018
101318;1060;5300108;4004;Ciência Da Computação (Bacharelado);Presencial;4;3.31090;2017;9;9;4;3.80340;2017
102111;1060;5300108;103;Tecnologia Em Design De Interiores;Presencial;5;4.76299;2018;15;12;5;4.08004;2018
102113;1060;5300108;83;Tecnologia Em Design De Moda;Presencial;5;4.91925;2018;21;20;4;3.52097;2018
115390;1060;5300108;95;Tecnologia Em Estética E Cosmética;Presencial;2;1.70990;2016;22;21;3;2.20430;2016
1074413;1060;5300108;106;Tecnologia Em Gestão Pública;Presencial;2;1.61422;2018;12;3;3;2.62889;2018
1076334;1060;5300108;104;Tecnologia Em Design Gráfico;Presencial;4;3.70538;2018;35;31;4;3.27232;2018
1125069;1060;5300108;5710;Engenharia Civil;Presencial;4;3.25780;2017;28;27;4;3.54580;2017
1179176;1060;5300108;21;Arquitetura E Urbanismo;Presencial;3;2.80270;2017;20;20;4;3.23230;2017
1183705;1060;5300108;106;Tecnologia Em Gestão Pública;A Distância;5;4.18709;2018;18;14;5;3.94829;2018
1185276;1060;5300108;38;Serviço Social;Presencial;3;2.39153;2018;19;19;4;3.20791;2018
1185394;1060;5300108;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;3;2.24810;2017;17;16;4;3.06480;2017
1185395;1060;5300108;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;2;1.52970;2017;6;5;3;2.28290;2017
1185396;1060;5300108;23;Enfermagem;Presencial;4;3.73540;2016;11;11;5;4.06110;2016
1188232;1060;5300108;106;Tecnologia Em Gestão Pública;Presencial;2;1.66217;2018;34;27;3;2.15740;2018
1258720;1060;5300108;3501;Educação Física (Bacharelado);Presencial;3;2.15060;2016;10;10;3;2.74930;2016
1303429;1060;5300108;2001;Pedagogia (Licenciatura);A Distância;4;3.54550;2017;13;11;4;3.32220;2017
1303431;1060;5300108;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;A Distância;3;2.30450;2017;11;11;3;2.86500;2017
1304057;1060;5300108;1;Administração;A Distância;4;3.04517;2018;11;10;4;3.11731;2018
1304482;1060;5300108;86;Tecnologia Em Gestão De Recursos Humanos;A Distância;4;3.38842;2018;10;10;4;3.77559;2018
1304743;1060;5300108;87;Tecnologia Em Gestão Financeira;A Distância;3;2.75622;2018;29;22;3;2.86591;2018
1307101;1060;5300108;22;Ciências Contábeis;A Distância;4;3.15413;2018;42;31;4;2.98724;2018
5000580;1060;5300108;2;Direito;Presencial;4;3.21243;2018;54;49;4;3.75987;2018
5000581;1060;5300108;2001;Pedagogia (Licenciatura);Presencial;3;2.31340;2017;135;129;4;2.97940;2017
5000583;1060;5300108;18;Psicologia;Presencial;4;3.00021;2018;39;37;4;3.48834;2018
5000621;1060;5300108;1;Administração;Presencial;3;2.28178;2018;24;22;4;3.02383;2018
21459;1063;3205200;1;Administração;Presencial;3;2.46362;2018;26;26;4;3.21888;2018
45539;1064;3205309;1;Administração;Presencial;4;3.14145;2018;23;23;4;3.76912;2018
46395;1064;3205309;2001;Pedagogia (Licenciatura);Presencial;3;2.48790;2017;56;55;3;2.85590;2017
66159;1064;3205309;2;Direito;Presencial;3;2.76508;2018;124;122;4;3.27719;2018
17907;1066;1721000;1;Administração;Presencial;1;0.54733;2018;4;2;3;2.41139;2018
52876;1066;1721000;22;Ciências Contábeis;Presencial;2;1.29214;2018;9;9;2;1.40627;2018
56323;1066;1721000;804;Comunicação Social - Publicidade E Propaganda;Presencial;4;3.88046;2018;3;3;3;2.84411;2018
58808;1066;1721000;4004;Ciência Da Computação (Bacharelado);Presencial;-1;-1.00000;2017;1;0;-1;-1.00000;2017
67319;1066;1721000;36;Fisioterapia;Presencial;3;2.51690;2016;21;18;3;2.29340;2016
67537;1066;1721000;2;Direito;Presencial;3;2.20313;2018;53;50;3;2.30255;2018
72088;1066;1721000;79;Tecnologia Em Redes De Computadores;Presencial;2;1.83960;2017;4;3;3;1.95070;2017
17909;1067;5212204;1;Administração;Presencial;3;2.21664;2018;5;4;3;2.49223;2018
18139;1067;5212204;22;Ciências Contábeis;Presencial;2;1.13360;2018;13;9;3;2.92220;2018
104452;1067;5212204;2;Direito;Presencial;2;1.47771;2018;56;52;3;2.30215;2018
17912;1068;3134400;22;Ciências Contábeis;Presencial;4;2.98229;2018;18;17;4;3.49366;2018
19941;1068;3134400;1;Administração;Presencial;4;3.16744;2018;32;31;4;3.52773;2018
20456;1068;3134400;2001;Pedagogia (Licenciatura);Presencial;2;1.92240;2017;12;10;3;2.90230;2017
53349;1068;3134400;2;Direito;Presencial;3;2.05577;2018;62;51;4;3.23331;2018
1177662;1068;3134400;5710;Engenharia Civil;Presencial;2;1.56810;2017;14;14;3;2.81490;2017
17916;1070;3170404;22;Ciências Contábeis;Presencial;2;1.01110;2018;37;29;3;2.40032;2018
19588;1070;3170404;1;Administração;Presencial;3;2.03534;2018;22;19;3;2.83251;2018
50758;1070;3170404;4006;Sistemas De Informação;Presencial;3;2.12390;2017;15;12;4;3.42560;2017
54971;1070;3170404;2;Direito;Presencial;2;1.52489;2018;96;90;3;2.30006;2018
100489;1070;3170404;2001;Pedagogia (Licenciatura);Presencial;3;2.32840;2017;26;19;4;3.22690;2017
5000338;1070;3170404;6208;Engenharia De Produção;Presencial;2;0.99740;2017;28;19;3;2.62570;2017
19596;1071;5002704;2001;Pedagogia (Licenciatura);Presencial;4;3.16770;2017;16;16;3;2.64060;2017
46936;1071;5002704;3502;Educação Física (Licenciatura);Presencial;-1;-1.00000;2017;30;0;-1;-1.00000;2017
20022;1072;5103403;2;Direito;Presencial;1;0.03351;2018;37;15;1;0.68979;2018
18291;1075;2503209;804;Comunicação Social - Publicidade E Propaganda;Presencial;3;2.28050;2018;119;28;3;2.51246;2018
18800;1075;2503209;22;Ciências Contábeis;Presencial;2;1.57193;2018;179;85;3;2.54471;2018
19599;1075;2503209;1;Administração;Presencial;3;2.43092;2018;142;66;3;2.81113;2018
49071;1075;2507507;4006;Sistemas De Informação;Presencial;3;2.38950;2017;30;29;4;3.17560;2017
53353;1075;2503209;2;Direito;Presencial;2;1.85776;2018;340;225;3;2.67946;2018
96446;1075;2507507;23;Enfermagem;Presencial;2;1.92860;2016;33;26;3;2.34480;2016
1128003;1075;2503209;3501;Educação Física (Bacharelado);Presencial;3;2.08900;2016;89;35;3;2.89930;2016
17924;1076;2503704;3202;Filosofia (Licenciatura);Presencial;3;2.78730;2017;31;28;3;2.24490;2017
98023;1076;2503704;38;Serviço Social;Presencial;3;1.97550;2018;29;29;3;2.32427;2018
98025;1076;2503704;22;Ciências Contábeis;Presencial;2;1.85024;2018;26;25;3;2.31156;2018
104370;1076;2503704;2;Direito;Presencial;2;1.89573;2018;77;74;3;2.30035;2018
1322784;1076;2503704;84;Tecnologia Em Marketing;Presencial;2;1.90883;2018;5;4;2;1.77498;2018
17928;1077;2611606;81;Relações Internacionais;Presencial;3;2.76310;2018;17;12;4;3.62852;2018
18785;1077;2611606;36;Fisioterapia;Presencial;3;2.30280;2016;103;98;3;2.84380;2016
29675;1077;2611606;1;Administração;Presencial;2;1.76179;2018;81;70;3;2.43916;2018
49054;1077;2611606;4006;Sistemas De Informação;Presencial;2;1.51400;2017;106;66;3;2.75700;2017
49056;1077;2611606;2;Direito;Presencial;3;2.02861;2018;376;290;3;2.63398;2018
54770;1077;2611606;18;Psicologia;Presencial;1;0.55564;2018;180;155;3;1.99560;2018
116508;1077;2611606;23;Enfermagem;Presencial;2;1.64980;2016;189;182;3;2.33900;2016
116510;1077;2611606;6208;Engenharia De Produção;Presencial;2;1.18640;2017;140;120;3;2.10550;2017
118722;1077;2611606;38;Serviço Social;Presencial;3;2.85678;2018;56;49;4;3.11434;2018
1134299;1077;2611606;94;Tecnologia Em Logística;Presencial;3;2.26126;2018;42;29;3;2.56505;2018
1134301;1077;2611606;22;Ciências Contábeis;Presencial;3;2.04222;2018;44;38;3;2.42561;2018
1149495;1077;2611606;79;Tecnologia Em Redes De Computadores;Presencial;3;2.29420;2017;29;21;4;3.21720;2017
1154588;1077;2611606;84;Tecnologia Em Marketing;Presencial;-1;-1.00000;2018;1;1;-1;-1.00000;2018
1154633;1077;2611606;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;3;2.57274;2018;42;35;3;2.45865;2018
1154813;1077;2611606;5902;Engenharia Mecânica;Presencial;2;1.48010;2017;95;85;3;2.15950;2017
1162844;1077;2611606;5710;Engenharia Civil;Presencial;2;1.40840;2017;56;55;3;2.14190;2017
1166131;1077;2611606;5806;Engenharia Elétrica;Presencial;3;2.33890;2017;28;23;3;2.62970;2017
1175619;1077;2611606;28;Nutrição;Presencial;2;1.78030;2016;36;35;3;2.59920;2016
1259867;1077;2611606;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;2;1.38950;2017;5;3;3;2.63430;2017
17934;1078;4104303;5;Medicina Veterinária;Presencial;4;3.22220;2016;30;20;5;3.96570;2016
19600;1078;4104303;17;Agronomia;Presencial;3;2.68320;2016;121;114;4;3.07270;2016
22812;1078;4104303;1;Administração;Presencial;2;1.90625;2018;54;31;3;2.63835;2018
47485;1078;4104303;2;Direito;Presencial;3;2.07154;2018;175;147;3;2.48321;2018
48767;1078;4104303;1602;Ciências Biológicas (Licenciatura);Presencial;3;2.92630;2017;23;18;4;3.55800;2017
73580;1078;4104303;2001;Pedagogia (Licenciatura);Presencial;3;2.72540;2017;55;47;4;3.26330;2017
80099;1078;4104303;3502;Educação Física (Licenciatura);Presencial;3;2.38820;2017;40;29;4;3.01510;2017
81096;1078;4104303;23;Enfermagem;Presencial;2;1.80430;2016;26;25;3;1.98490;2016
81098;1078;4104303;19;Farmácia;Presencial;3;2.80080;2016;30;23;4;3.05480;2016
109560;1078;4104303;55;Biomedicina;Presencial;3;2.89310;2016;23;23;4;3.04910;2016
113204;1078;4104303;3501;Educação Física (Bacharelado);Presencial;4;3.05750;2016;53;42;4;2.98920;2016
117633;1078;4104303;28;Nutrição;Presencial;3;2.21070;2016;38;28;3;2.40750;2016
1169711;1078;4104303;18;Psicologia;Presencial;3;2.74178;2018;32;30;4;3.26667;2018
20119;1079;4115200;2;Direito;Presencial;2;1.84299;2018;127;123;3;2.38721;2018
25983;1079;4115200;803;Comunicação Social - Jornalismo;Presencial;3;2.26065;2018;19;16;3;2.28672;2018
27059;1079;4115200;1;Administração;Presencial;3;2.06063;2018;22;20;3;1.99790;2018
1163752;1079;4115200;22;Ciências Contábeis;Presencial;3;2.31844;2018;2;2;3;2.33620;2018
17941;1080;3303906;28;Nutrição;Presencial;3;2.43580;2016;38;38;3;2.81130;2016
35871;1080;3303906;1;Administração;Presencial;5;4.12005;2018;51;45;4;3.61171;2018
41918;1080;3303906;1;Administração;Presencial;5;4.47636;2018;30;27;5;4.12301;2018
350819;1080;3303906;23;Enfermagem;Presencial;4;3.34110;2016;51;49;4;3.03770;2016
1105857;1080;3303906;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;-1;-1.00000;2018;3;0;-1;-1.00000;2018
17942;1081;3304201;5806;Engenharia Elétrica;Presencial;3;2.34060;2017;38;37;3;2.55130;2017
82989;1081;3304201;6208;Engenharia De Produção;Presencial;3;2.32390;2017;43;43;3;2.27440;2017
1075099;1081;3304201;6208;Engenharia De Produção;Presencial;3;2.55060;2017;9;7;3;2.59350;2017
1119840;1081;3304201;5710;Engenharia Civil;Presencial;2;1.88660;2017;72;65;3;2.49760;2017
60930;1082;2408102;1402;Física (Licenciatura);Presencial;-1;-1.00000;2017;1;1;-1;-1.00000;2017
60934;1082;2408102;3002;Geografia (Licenciatura);Presencial;4;3.30390;2017;24;22;4;3.11160;2017
68928;1082;2408102;102;Tecnologia Em Comércio Exterior;Presencial;3;2.92991;2018;39;28;3;2.52399;2018
100244;1082;2408102;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;4;3.59410;2017;44;43;4;3.12840;2017
100246;1082;2408102;79;Tecnologia Em Redes De Computadores;Presencial;5;4.36770;2017;37;36;4;3.30860;2017
103365;1082;2408102;92;Tecnologia Em Gestão Ambiental;Presencial;4;3.62900;2016;13;12;4;3.13270;2016
107752;1082;2408102;92;Tecnologia Em Gestão Ambiental;A Distância;2;1.94090;2016;38;30;3;2.36800;2016
123764;1082;2409407;1502;Química (Licenciatura);Presencial;2;1.57380;2017;5;5;3;2.11730;2017
123766;1082;2402006;1402;Física (Licenciatura);Presencial;3;2.50700;2017;9;9;4;3.00450;2017
123775;1082;2405801;1402;Física (Licenciatura);Presencial;3;2.66930;2017;5;5;4;3.42820;2017
123778;1082;2407203;1602;Ciências Biológicas (Licenciatura);Presencial;3;2.01360;2017;21;17;3;2.54820;2017
123780;1082;2404705;1502;Química (Licenciatura);Presencial;2;1.81790;2017;13;13;3;2.47380;2017
123782;1082;2411205;1402;Física (Licenciatura);Presencial;3;2.42600;2017;8;8;3;2.86810;2017
123787;1082;2408003;702;Matemática (Licenciatura);Presencial;2;1.66980;2017;8;6;3;2.35710;2017
123789;1082;2401008;1502;Química (Licenciatura);Presencial;2;1.64380;2017;23;23;3;2.35930;2017
123791;1082;2403103;1502;Química (Licenciatura);Presencial;2;1.89560;2017;23;22;3;2.49950;2017
1123270;1082;2408102;702;Matemática (Licenciatura);Presencial;3;2.50870;2017;18;18;3;2.78580;2017
1129882;1082;2408102;106;Tecnologia Em Gestão Pública;Presencial;4;3.49256;2018;56;44;3;2.93710;2018
1183332;1082;2409407;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;5;4.08780;2017;3;3;4;3.80620;2017
1184450;1082;2411205;702;Matemática (Licenciatura);Presencial;4;3.20710;2017;17;16;4;3.42920;2017
1292964;1082;2412005;94;Tecnologia Em Logística;Presencial;5;4.20008;2018;23;22;4;3.09785;2018
1321907;1082;2408102;84;Tecnologia Em Marketing;Presencial;4;3.73377;2018;16;16;4;3.01177;2018
5001021;1082;2408003;92;Tecnologia Em Gestão Ambiental;Presencial;3;2.85150;2016;5;5;4;3.00550;2016
68953;1084;4302105;23;Enfermagem;Presencial;4;3.19020;2016;12;12;4;3.29800;2016
90506;1084;4302105;804;Comunicação Social - Publicidade E Propaganda;Presencial;3;2.80974;2018;23;22;4;2.95699;2018
91670;1084;4302105;1;Administração;Presencial;3;2.23868;2018;56;53;3;2.72987;2018
97929;1084;4302105;29;Turismo;Presencial;2;1.31333;2018;4;3;3;2.06603;2018
99517;1084;4302105;28;Nutrição;Presencial;3;2.41690;2016;31;31;4;3.01120;2016
1152211;1084;4302105;55;Biomedicina;Presencial;3;2.71480;2016;13;13;4;3.18060;2016
1152212;1084;4302105;22;Ciências Contábeis;Presencial;3;2.24668;2018;18;18;3;2.92431;2018
1192408;1084;4302105;88;Tecnologia Em Gastronomia;Presencial;4;3.47107;2018;2;2;4;3.51836;2018
5000221;1084;4302105;36;Fisioterapia;Presencial;3;2.79790;2016;25;25;3;2.78550;2016
17952;1085;4316907;1;Administração;Presencial;3;2.26176;2018;20;18;3;2.27044;2018
68119;1085;4316907;3501;Educação Física (Bacharelado);Presencial;3;2.34170;2016;49;48;3;2.42380;2016
72671;1085;4316907;2;Direito;Presencial;2;1.84816;2018;63;60;3;2.22197;2018
1059142;1085;4316907;22;Ciências Contábeis;Presencial;3;2.48848;2018;30;28;3;2.38129;2018
67661;1086;1100064;2001;Pedagogia (Licenciatura);Presencial;2;1.67110;2017;11;11;3;2.15820;2017
17955;1087;1100205;6;Odontologia;Presencial;2;1.89280;2016;34;30;3;2.75130;2016
69174;1087;1100205;1;Administração;Presencial;2;1.88025;2018;17;14;3;2.89924;2018
72675;1087;1100205;12;Medicina;Presencial;1;0.75050;2016;47;47;3;2.13180;2016
73751;1087;1100205;23;Enfermagem;Presencial;2;1.88540;2016;67;66;3;2.63190;2016
73753;1087;1100205;5;Medicina Veterinária;Presencial;3;2.88010;2016;28;28;3;2.61580;2016
73755;1087;1100205;19;Farmácia;Presencial;2;1.18720;2016;71;65;3;1.96460;2016
80254;1087;1100205;1602;Ciências Biológicas (Licenciatura);Presencial;2;1.61780;2017;33;27;3;2.63790;2017
94221;1087;1100205;55;Biomedicina;Presencial;2;1.70740;2016;27;27;3;2.67640;2016
94223;1087;1100205;36;Fisioterapia;Presencial;2;1.50880;2016;53;51;3;2.37860;2016
106830;1087;1100205;17;Agronomia;Presencial;2;1.49340;2016;70;69;3;2.29210;2016
108725;1087;1100205;28;Nutrição;Presencial;2;1.53220;2016;22;21;3;2.13400;2016
108727;1087;1100205;22;Ciências Contábeis;Presencial;2;1.55751;2018;21;17;3;2.54737;2018
109258;1087;1100205;51;Zootecnia;Presencial;2;1.46460;2016;44;40;3;2.02020;2016
109533;1087;1100205;38;Serviço Social;Presencial;3;2.81718;2018;15;15;4;3.42384;2018
110228;1087;1100205;88;Tecnologia Em Gastronomia;Presencial;2;1.59300;2018;13;11;3;2.41748;2018
110636;1087;1100205;91;Tecnologia Em Gestão Hospitalar;Presencial;2;1.18510;2016;43;40;3;2.64920;2016
114539;1087;1100205;18;Psicologia;Presencial;2;1.52558;2018;64;57;3;2.65819;2018
117543;1087;1100205;21;Arquitetura E Urbanismo;Presencial;2;1.75410;2017;47;44;3;2.55290;2017
118868;1087;1100205;27;Fonoaudiologia;Presencial;2;1.18510;2016;32;31;3;2.16900;2016
120153;1087;1100205;93;Tecnologia Em Gestão Comercial;Presencial;4;3.12572;2018;18;13;4;3.20404;2018
17965;1090;2800308;1;Administração;Presencial;3;2.05474;2018;34;32;3;2.81936;2018
46940;1090;2800308;2001;Pedagogia (Licenciatura);Presencial;3;2.52350;2017;36;36;4;3.29800;2017
112812;1090;2800308;904;Letras-Português (Licenciatura);Presencial;4;3.06280;2017;13;13;4;3.19880;2017
1261074;1090;2800308;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;3;2.32208;2018;33;32;3;2.78234;2018
17967;1092;3506003;1;Administração;Presencial;3;2.29602;2018;27;17;3;2.80882;2018
50963;1092;3506003;3501;Educação Física (Bacharelado);Presencial;4;3.00640;2016;50;37;4;3.24460;2016
57000;1092;3506003;804;Comunicação Social - Publicidade E Propaganda;Presencial;4;3.39410;2018;24;23;4;3.13738;2018
